,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner,event
738,754721A,2014,Stadium Australia,South Africa,Australia,53,0,67,3,25,3,145,6,Australia,field,Sydney,Australia,South Africa in Australia T20I Series
738,754721B,2014,Stadium Australia,Australia,South Africa,46,1,79,5,21,1,146,7,Australia,field,Sydney,Australia,South Africa in Australia T20I Series
739,1187014A,2019,Saurashtra Cricket Association Stadium,Bangladesh,India,54,0,69,4,30,2,153,6,India,field,Rajkot,India,Bangladesh tour of India
739,1187014B,2019,Saurashtra Cricket Association Stadium,India,Bangladesh,63,0,91,2,0,0,154,2,India,field,Rajkot,India,Bangladesh tour of India
740,567353A,2012,Kingsmead,New Zealand,South Africa,27,3,52,5,7,2,86,10,New Zealand,bat,Durban,South Africa,New Zealand in South Africa T20I Series
740,567353B,2012,Kingsmead,South Africa,New Zealand,46,2,41,0,0,0,87,2,New Zealand,bat,Durban,South Africa,New Zealand in South Africa T20I Series
741,1317483A,2022,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,West Indies,45,1,91,3,42,2,178,6,West Indies,field,Brisbane,Australia,West Indies tour of Australia
741,1317483B,2022,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,Australia,45,1,74,4,28,3,147,8,West Indies,field,Brisbane,Australia,West Indies tour of Australia
742,1327232A,2022,"Gaddafi Stadium, Lahore",Pakistan,England,43,2,75,6,27,2,145,10,England,field,Lahore,Pakistan,England tour of Pakistan
742,1327232B,2022,"Gaddafi Stadium, Lahore",England,Pakistan,42,3,55,1,42,1,139,5,England,field,Lahore,Pakistan,England tour of Pakistan
743,1089777A,2017,"Warner Park, Basseterre",West Indies,Afghanistan,52,1,60,2,0,0,112,3,West Indies,bat,St Kitts,West Indies,Afghanistan in West Indies T20I Series
743,1089777B,2017,"Warner Park, Basseterre",Afghanistan,West Indies,28,3,65,7,0,0,93,10,West Indies,bat,St Kitts,West Indies,Afghanistan in West Indies T20I Series
744,1183528A,2019,Manuka Oval,Pakistan,Australia,32,2,74,3,44,1,150,6,Pakistan,bat,Canberra,Australia,Pakistan tour of Australia
744,1183528B,2019,Manuka Oval,Australia,Pakistan,48,2,73,0,30,0,151,2,Pakistan,bat,Canberra,Australia,Pakistan tour of Australia
745,660123A,2013,Sharjah Cricket Stadium,Afghanistan,Scotland,68,2,80,2,23,2,171,6,Afghanistan,bat,,Afghanistan,ICC World Twenty20 Qualifier
745,660123B,2013,Sharjah Cricket Stadium,Scotland,Afghanistan,38,1,89,1,27,3,154,5,Afghanistan,bat,,Afghanistan,ICC World Twenty20 Qualifier
746,1320978A,2022,"Royal Brussels Cricket Club Ground, Waterloo",Hungary,Gibraltar,50,1,58,6,26,1,134,8,Gibraltar,field,Waterloo,Gibraltar,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
746,1320978B,2022,"Royal Brussels Cricket Club Ground, Waterloo",Gibraltar,Hungary,54,1,55,2,26,2,135,5,Gibraltar,field,Waterloo,Gibraltar,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
747,520597A,2012,Westpac Stadium,South Africa,New Zealand,38,3,72,2,37,1,147,6,New Zealand,field,Wellington,New Zealand,South Africa in New Zealand T20I Series
747,520597B,2012,Westpac Stadium,New Zealand,South Africa,44,0,74,2,30,2,148,4,New Zealand,field,Wellington,New Zealand,South Africa in New Zealand T20I Series
748,1283023A,2021,Gahanga International Cricket Stadium. Rwanda,Seychelles,Ghana,31,3,52,4,12,1,95,8,Seychelles,bat,Kigali City,Ghana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group A & B
748,1283023B,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Seychelles,45,1,51,0,0,0,96,1,Seychelles,bat,Kigali City,Ghana,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group A & B
749,1283037A,2021,Gahanga International Cricket Stadium. Rwanda,Uganda,Ghana,43,0,85,2,48,4,176,6,Ghana,field,Kigali City,Uganda,ICC Men's T20 World Cup Sub Regional Africa Qualifier
749,1283037B,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Uganda,18,2,65,3,14,4,97,9,Ghana,field,Kigali City,Uganda,ICC Men's T20 World Cup Sub Regional Africa Qualifier
750,1117822A,2017,Gaddafi Stadium,Pakistan,ICC World XI,43,0,91,1,40,4,174,5,Pakistan,bat,Lahore,ICC World XI,Independence Cup
750,1117822B,2017,Gaddafi Stadium,ICC World XI,Pakistan,49,1,75,2,51,0,175,3,Pakistan,bat,Lahore,ICC World XI,Independence Cup
751,1321482A,2022,Bulawayo Athletic Club,Singapore,Jersey,30,0,71,3,39,2,140,5,Singapore,bat,Bulawayo,Jersey,ICC Men's T20 World Cup Qualifier
751,1321482B,2022,Bulawayo Athletic Club,Jersey,Singapore,64,0,77,2,0,0,141,2,Singapore,bat,Bulawayo,Jersey,ICC Men's T20 World Cup Qualifier
752,1323295A,2022,Harare Sports Club,Zimbabwe,Bangladesh,43,1,97,2,65,1,205,4,Zimbabwe,bat,Harare,Zimbabwe,Bangladesh tour of Zimbabwe
752,1323295B,2022,Harare Sports Club,Bangladesh,Zimbabwe,60,1,86,4,42,1,188,6,Zimbabwe,bat,Harare,Zimbabwe,Bangladesh tour of Zimbabwe
753,1321469A,2022,"Queens Sports Club, Bulawayo",Zimbabwe,Jersey,38,2,72,2,36,3,146,7,Jersey,field,Bulawayo,Zimbabwe,ICC Men's T20 World Cup Qualifier
753,1321469B,2022,"Queens Sports Club, Bulawayo",Jersey,Zimbabwe,41,1,44,3,38,1,123,5,Jersey,field,Bulawayo,Zimbabwe,ICC Men's T20 World Cup Qualifier
754,533272A,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Zimbabwe,53,0,76,3,53,1,182,4,Zimbabwe,field,Hambantota,Sri Lanka,ICC World Twenty20
754,533272B,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Zimbabwe,Sri Lanka,39,2,48,4,13,2,100,8,Zimbabwe,field,Hambantota,Sri Lanka,ICC World Twenty20
755,1239540A,2021,"Trent Bridge, Nottingham",Pakistan,England,49,0,124,2,59,4,232,6,England,field,Nottingham,Pakistan,Pakistan tour of England
755,1239540B,2021,"Trent Bridge, Nottingham",England,Pakistan,69,3,108,2,24,5,201,10,England,field,Nottingham,Pakistan,Pakistan tour of England
756,1328471A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,Kuwait,45,1,69,2,39,3,153,6,Kuwait,field,Al Amarat,Kuwait,Bahrain tour of Oman
756,1328471B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,Bahrain,54,2,87,1,13,0,154,3,Kuwait,field,Al Amarat,Kuwait,Bahrain tour of Oman
757,1120095A,2017,Greenfield International Stadium,India,New Zealand,50,4,17,1,0,0,67,5,New Zealand,field,Thiruvananthapuram,India,New Zealand tour of India
757,1120095B,2017,Greenfield International Stadium,New Zealand,India,39,4,22,2,0,0,61,6,New Zealand,field,Thiruvananthapuram,India,New Zealand tour of India
758,1320987A,2022,"Royal Brussels Cricket Club Ground, Waterloo",Gibraltar,Malta,46,0,108,2,36,6,190,8,Gibraltar,bat,Waterloo,Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
758,1320987B,2022,"Royal Brussels Cricket Club Ground, Waterloo",Malta,Gibraltar,48,1,134,1,14,0,196,2,Gibraltar,bat,Waterloo,Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
759,1120094A,2017,Saurashtra Cricket Association Stadium,New Zealand,India,48,0,110,2,38,0,196,2,New Zealand,bat,Rajkot,New Zealand,New Zealand tour of India
759,1120094B,2017,Saurashtra Cricket Association Stadium,India,New Zealand,40,2,82,2,34,3,156,7,New Zealand,bat,Rajkot,New Zealand,New Zealand tour of India
760,1320986A,2022,"Royal Brussels Cricket Club Ground, Waterloo",Spain,Belgium,57,4,61,3,27,2,145,9,Spain,bat,Waterloo,Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
760,1320986B,2022,"Royal Brussels Cricket Club Ground, Waterloo",Belgium,Spain,28,1,87,3,34,1,149,5,Spain,bat,Waterloo,Belgium,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
761,1328470A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,Bahrain,62,2,104,4,43,3,209,9,Bahrain,field,Al Amarat,Kuwait,Bahrain tour of Oman
761,1328470B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Bahrain,Kuwait,62,3,91,2,36,3,189,8,Bahrain,field,Al Amarat,Kuwait,Bahrain tour of Oman
762,1275039A,2021,Entebbe Cricket Oval,Nigeria,Kenya,33,3,47,4,27,1,107,8,Nigeria,bat,Entebbe,Kenya,Uganda T20 Tri-Series
762,1275039B,2021,Entebbe Cricket Oval,Kenya,Nigeria,64,1,44,1,0,0,108,2,Nigeria,bat,Entebbe,Kenya,Uganda T20 Tri-Series
763,1239541A,2021,"Headingley, Leeds",England,Pakistan,66,2,99,4,35,4,200,10,Pakistan,field,Leeds,England,Pakistan tour of England
763,1239541B,2021,"Headingley, Leeds",Pakistan,England,51,1,81,5,23,3,155,9,Pakistan,field,Leeds,England,Pakistan tour of England
764,1321468A,2022,Bulawayo Athletic Club,Hong Kong,Uganda,21,1,51,3,15,3,87,7,Hong Kong,bat,Bulawayo,Uganda,ICC Men's T20 World Cup Qualifier
764,1321468B,2022,Bulawayo Athletic Club,Uganda,Hong Kong,33,3,39,2,16,1,88,6,Hong Kong,bat,Bulawayo,Uganda,ICC Men's T20 World Cup Qualifier
765,533273A,2012,R Premadasa Stadium,Ireland,Australia,29,3,62,2,32,1,123,6,Ireland,bat,Colombo,Australia,ICC World Twenty20
765,533273B,2012,R Premadasa Stadium,Australia,Ireland,53,0,72,2,0,0,125,2,Ireland,bat,Colombo,Australia,ICC World Twenty20
766,1283036A,2021,Integrated Polytechnic Regional Centre,Rwanda,Lesotho,59,3,43,4,0,0,102,7,Rwanda,bat,Kigali City,Rwanda,ICC Men's T20 World Cup Sub Regional Africa Qualifier
766,1283036B,2021,Integrated Polytechnic Regional Centre,Lesotho,Rwanda,48,3,32,4,0,0,80,7,Rwanda,bat,Kigali City,Rwanda,ICC Men's T20 World Cup Sub Regional Africa Qualifier
767,533298A,2012,R Premadasa Stadium,West Indies,Sri Lanka,14,1,75,1,48,1,137,3,West Indies,bat,Colombo,West Indies,ICC World Twenty20
767,533298B,2012,R Premadasa Stadium,Sri Lanka,West Indies,30,1,64,6,7,3,101,10,West Indies,bat,Colombo,West Indies,ICC World Twenty20
768,1321483A,2022,Bulawayo Athletic Club,Papua New Guinea,United States of America,51,3,45,5,1,1,97,9,United States of America,field,Bulawayo,Papua New Guinea,ICC Men's T20 World Cup Qualifier
768,1321483B,2022,Bulawayo Athletic Club,United States of America,Papua New Guinea,22,3,56,3,14,3,92,9,United States of America,field,Bulawayo,Papua New Guinea,ICC Men's T20 World Cup Qualifier
769,1283022A,2021,Integrated Polytechnic Regional Centre,Swaziland,Lesotho,56,1,92,1,46,2,194,4,Swaziland,bat,Kigali City,Swaziland,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group A & B
769,1283022B,2021,Integrated Polytechnic Regional Centre,Lesotho,Swaziland,70,3,59,4,11,1,140,8,Swaziland,bat,Kigali City,Swaziland,ICC Men's T20 World Cup Sub Regional Africa Qualifier Group A & B
770,520596A,2012,Seddon Park,Zimbabwe,New Zealand,65,0,88,2,47,0,200,2,Zimbabwe,bat,Hamilton,New Zealand,Zimbabwe in New Zealand T20I Series
770,520596B,2012,Seddon Park,New Zealand,Zimbabwe,49,0,108,2,45,3,202,5,Zimbabwe,bat,Hamilton,New Zealand,Zimbabwe in New Zealand T20I Series
771,300435A,2008,Eden Park,England,New Zealand,59,2,89,2,36,3,184,7,New Zealand,field,Auckland,England,England in New Zealand T20I Series
771,300435B,2008,Eden Park,New Zealand,England,43,1,86,6,23,2,152,9,New Zealand,field,Auckland,England,England in New Zealand T20I Series
772,1307478A,2022,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,Scotland,62,2,122,2,70,1,254,5,New Zealand,bat,Edinburgh,New Zealand,New Zealand tour of Scotland
772,1307478B,2022,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,New Zealand,54,3,74,3,24,2,152,8,New Zealand,bat,Edinburgh,New Zealand,New Zealand tour of Scotland
773,1320979A,2022,"Meersen, Gent",Malta,Israel,37,2,83,4,16,3,136,9,Israel,field,Ghent,Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
773,1320979B,2022,"Meersen, Gent",Israel,Malta,43,2,48,4,29,1,120,7,Israel,field,Ghent,Malta,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
774,1089776A,2017,"Warner Park, Basseterre",Afghanistan,West Indies,32,3,37,4,41,2,110,9,Afghanistan,bat,St Kitts,West Indies,Afghanistan in West Indies T20I Series
774,1089776B,2017,"Warner Park, Basseterre",West Indies,Afghanistan,58,1,51,3,5,0,114,4,Afghanistan,bat,St Kitts,West Indies,Afghanistan in West Indies T20I Series
775,1327233A,2022,"Gaddafi Stadium, Lahore",Pakistan,England,40,1,87,2,42,2,169,5,England,field,Lahore,England,England tour of Pakistan
775,1327233B,2022,"Gaddafi Stadium, Lahore",England,Pakistan,82,1,88,0,0,0,170,1,England,field,Lahore,England,England tour of Pakistan
776,1183529A,2019,Perth Stadium,Pakistan,Australia,34,2,58,3,14,2,106,7,Australia,field,Perth,Australia,Pakistan tour of Australia
776,1183529B,2019,Perth Stadium,Australia,Pakistan,56,0,53,0,0,0,109,0,Australia,field,Perth,Australia,Pakistan tour of Australia
777,875485A,2015,"Grange Cricket Club Ground, Raeburn Place",Afghanistan,Scotland,64,0,83,3,63,1,210,4,Afghanistan,bat,Edinburgh,Afghanistan,ICC World Twenty20 Qualifier
777,875485B,2015,"Grange Cricket Club Ground, Raeburn Place",Scotland,Afghanistan,48,2,105,3,20,5,173,10,Afghanistan,bat,Edinburgh,Afghanistan,ICC World Twenty20 Qualifier
778,875491A,2015,"Civil Service Cricket Club, Stormont",Nepal,Ireland,28,2,25,6,0,0,53,8,Ireland,field,Belfast,Ireland,ICC World Twenty20 Qualifier
778,875491B,2015,"Civil Service Cricket Club, Stormont",Ireland,Nepal,38,1,16,1,0,0,54,2,Ireland,field,Belfast,Ireland,ICC World Twenty20 Qualifier
779,1109610A,2017,"R.Premadasa Stadium, Khettarama",Sri Lanka,India,60,2,67,3,43,1,170,6,India,field,Colombo,India,India tour of Sri Lanka
779,1109610B,2017,"R.Premadasa Stadium, Khettarama",India,Sri Lanka,43,2,99,0,32,1,174,3,India,field,Colombo,India,India tour of Sri Lanka
780,251487A,2006,Westpac Stadium,New Zealand,Sri Lanka,66,0,69,3,27,3,162,6,New Zealand,bat,Wellington,Sri Lanka,Sri Lanka in New Zealand T20I Series
780,251487B,2006,Westpac Stadium,Sri Lanka,New Zealand,62,1,0,0,0,0,62,1,New Zealand,bat,Wellington,Sri Lanka,Sri Lanka in New Zealand T20I Series
781,1317482A,2022,Carrara Oval,West Indies,Australia,53,1,52,3,40,3,145,7,Australia,field,Carrara,Australia,West Indies tour of Australia
781,1317482B,2022,Carrara Oval,Australia,West Indies,56,3,62,2,28,2,146,7,Australia,field,Carrara,Australia,West Indies tour of Australia
782,1263471A,2022,Sydney Cricket Ground,Australia,Sri Lanka,37,1,87,3,25,4,149,8,Sri Lanka,field,Sydney,Australia,Sri Lanka tour of Australia
782,1263471B,2022,Sydney Cricket Ground,Sri Lanka,Australia,30,2,63,5,29,1,122,8,Sri Lanka,field,Sydney,Australia,Sri Lanka tour of Australia
783,967081A,2016,ICC Academy,Netherlands,United Arab Emirates,33,1,93,1,31,3,157,5,United Arab Emirates,field,Dubai,Netherlands,
783,967081B,2016,ICC Academy,United Arab Emirates,Netherlands,17,4,55,3,1,1,73,8,United Arab Emirates,field,Dubai,Netherlands,
784,1187015A,2019,"Vidarbha Cricket Association Stadium, Jamtha",India,Bangladesh,41,2,98,1,35,2,174,5,Bangladesh,field,Nagpur,India,Bangladesh tour of India
784,1187015B,2019,"Vidarbha Cricket Association Stadium, Jamtha",Bangladesh,India,33,2,93,4,18,4,144,10,Bangladesh,field,Nagpur,India,Bangladesh tour of India
785,1273138A,2021,Gucherre Cricket Ground,Malta,Gibraltar,42,3,94,0,61,0,197,3,Gibraltar,field,Albergaria,Malta,Portugal T20 Tri-Series
785,1273138B,2021,Gucherre Cricket Ground,Gibraltar,Malta,38,0,103,1,52,1,193,2,Gibraltar,field,Albergaria,Malta,Portugal T20 Tri-Series
786,1276915A,2022,"The Rose Bowl, Southampton",South Africa,England,53,1,88,1,50,3,191,5,England,field,Southampton,South Africa,South Africa tour of England
786,1276915B,2022,"The Rose Bowl, Southampton",England,South Africa,39,2,58,6,4,1,101,9,England,field,Southampton,South Africa,South Africa tour of England
787,1298172A,2022,Adelaide Oval,Australia,Afghanistan,52,2,91,2,25,3,168,7,Afghanistan,field,Adelaide,Australia,ICC Men's T20 World Cup
787,1298172B,2022,Adelaide Oval,Afghanistan,Australia,47,2,65,4,52,1,164,7,Afghanistan,field,Adelaide,Australia,ICC Men's T20 World Cup
788,1298166A,2022,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Afghanistan,Sri Lanka,42,0,71,4,31,4,144,8,Afghanistan,bat,Brisbane,Sri Lanka,ICC Men's T20 World Cup
788,1298166B,2022,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sri Lanka,Afghanistan,28,1,93,2,27,1,148,4,Afghanistan,bat,Brisbane,Sri Lanka,ICC Men's T20 World Cup
789,1172507A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,30,1,91,0,45,2,166,3,Netherlands,field,Al Amarat,Netherlands,Oman Quadrangular T20I Series
789,1172507B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Oman,56,0,89,2,22,0,167,2,Netherlands,field,Al Amarat,Netherlands,Oman Quadrangular T20I Series
790,636166A,2014,Stadium Australia,Australia,England,41,0,98,6,56,0,195,6,Australia,bat,Sydney,Australia,England in Australia T20I Series
790,636166B,2014,Stadium Australia,England,Australia,31,3,73,5,7,2,111,10,Australia,bat,Sydney,Australia,England in Australia T20I Series
791,211048A,2005,Eden Park,Australia,New Zealand,58,4,89,1,67,0,214,5,Australia,bat,Auckland,Australia,
791,211048B,2005,Eden Park,New Zealand,Australia,52,2,74,5,44,3,170,10,Australia,bat,Auckland,Australia,
792,1289043A,2021,Integrated Polytechnic Regional Centre,Kenya,Uganda,23,1,78,3,60,1,161,5,Kenya,bat,Kigali City,Kenya,ICC Men's T20 World Cup Africa Region Qualifier
792,1289043B,2021,Integrated Polytechnic Regional Centre,Uganda,Kenya,21,4,98,1,41,1,160,6,Kenya,bat,Kigali City,Kenya,ICC Men's T20 World Cup Africa Region Qualifier
793,1083449A,2017,R Premadasa Stadium,Bangladesh,Sri Lanka,58,3,65,2,32,1,155,6,Bangladesh,bat,Colombo,Sri Lanka,Bangladesh in Sri Lanka T20I Series
793,1083449B,2017,R Premadasa Stadium,Sri Lanka,Bangladesh,57,0,70,3,31,1,158,4,Bangladesh,bat,Colombo,Sri Lanka,Bangladesh in Sri Lanka T20I Series
794,569237A,2013,Eden Park,England,New Zealand,62,1,111,3,41,3,214,7,New Zealand,field,Auckland,England,England in New Zealand T20I Series
794,569237B,2013,Eden Park,New Zealand,England,54,2,81,5,39,2,174,9,New Zealand,field,Auckland,England,England in New Zealand T20I Series
795,412691A,2010,"Kensington Oval, Bridgetown",Australia,India,53,0,108,2,23,3,184,5,India,field,Barbados,Australia,ICC World Twenty20
795,412691B,2010,"Kensington Oval, Bridgetown",India,Australia,24,4,93,4,18,2,135,10,India,field,Barbados,Australia,ICC World Twenty20
796,951335A,2016,Eden Gardens,Afghanistan,Sri Lanka,36,1,69,2,48,3,153,6,Afghanistan,bat,Kolkata,Sri Lanka,World T20
796,951335B,2016,Eden Gardens,Sri Lanka,Afghanistan,41,1,79,3,35,0,155,4,Afghanistan,bat,Kolkata,Sri Lanka,World T20
797,1153318A,2018,"Shere Bangla National Stadium, Mirpur",Bangladesh,West Indies,61,1,98,3,52,0,211,4,West Indies,field,Dhaka,Bangladesh,West Indies tour of Bangladesh
797,1153318B,2018,"Shere Bangla National Stadium, Mirpur",West Indies,Bangladesh,70,3,81,5,24,2,175,10,West Indies,field,Dhaka,Bangladesh,West Indies tour of Bangladesh
798,951321A,2016,"Vidarbha Cricket Association Stadium, Jamtha",Afghanistan,Zimbabwe,55,2,75,2,56,2,186,6,Afghanistan,bat,Nagpur,Afghanistan,World T20
798,951321B,2016,"Vidarbha Cricket Association Stadium, Jamtha",Zimbabwe,Afghanistan,39,1,56,6,32,3,127,10,Afghanistan,bat,Nagpur,Afghanistan,World T20
799,1273716A,2021,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Scotland,Papua New Guinea,37,2,98,1,30,6,165,9,Scotland,bat,Al Amarat,Scotland,ICC Men's T20 World Cup
799,1273716B,2021,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,Scotland,35,5,85,1,28,4,148,10,Scotland,bat,Al Amarat,Scotland,ICC Men's T20 World Cup
800,412685A,2010,Providence Stadium,England,West Indies,60,1,71,2,60,1,191,4,West Indies,field,Guyana,West Indies,ICC World Twenty20
800,412685B,2010,Providence Stadium,West Indies,England,60,2,0,0,0,0,60,2,West Indies,field,Guyana,West Indies,ICC World Twenty20
801,1122287A,2018,Newlands,India,South Africa,57,0,73,3,42,2,172,5,South Africa,field,Cape Town,India,India tour of South Africa
801,1122287B,2018,Newlands,South Africa,India,25,1,84,3,56,2,165,6,South Africa,field,Cape Town,India,India tour of South Africa
802,951309A,2016,Himachal Pradesh Cricket Association Stadium,Bangladesh,Netherlands,33,1,82,3,38,2,153,6,Netherlands,field,Dharamsala,Bangladesh,World T20
802,951309B,2016,Himachal Pradesh Cricket Association Stadium,Netherlands,Bangladesh,39,1,73,3,33,3,145,7,Netherlands,field,Dharamsala,Bangladesh,World T20
803,562438A,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,Sri Lanka,18,1,71,1,33,2,122,4,Pakistan,bat,Hambantota,Pakistan,Pakistan in Sri Lanka T20I Series
803,562438B,2012,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,Pakistan,31,2,53,3,15,5,99,10,Pakistan,bat,Hambantota,Pakistan,Pakistan in Sri Lanka T20I Series
804,1197400A,2019,"White Hill Field, Sandys Parish",Cayman Islands,Bermuda,31,0,66,3,19,6,116,9,Cayman Islands,bat,Hamilton,Bermuda,ICC Men's T20 World Cup Americas Region Final
